ZIP_CODE,avg (Response Time),stddev (Response Time),avg (Handling Time),stddev (Handling Time),Incident Count,Number of Stations,Longitude,Latitude
10308,337.10990232668945,246.37249336569295,992.4205510998173,1970.1931218340549,12593,1,-74.147405,40.543104
10309,352.7,375.5667357602361,1051.6274153074028,3653.718906529887,15940,1,-74.213083,40.553942
10310,281.6359473382942,239.8499102102138,975.4896966227819,3610.4880789235212,17470,2,-74.11937900000001,40.632684499999996
10312,327.00611990008326,567.1461348304034,896.4066194837635,2803.6683641252616,24020,2,-74.185769,40.5448045
10314,342.60103861403206,203.32452011154552,950.6344164799173,2418.666349819346,46408,3,-74.15650633333333,40.609147
10451,329.15686190557744,214.31913682101953,1283.098946737455,2950.5414409701266,70068,1,-73.92013,40.817323
10452,378.6489162171046,267.12623373606476,1573.8426629541543,3023.9211974966274,51717,1,-73.926919,40.836659
10453,362.2241412122942,226.77672531136682,1355.4001807974118,3761.8940239010717,63054,2,-73.9108545,40.8554415
10454,330.46647333150446,454.80548141712643,1322.4240702276913,3379.215581033706,51034,2,-73.91899000000001,40.809491
10455,319.92212086204836,357.7823617431626,1245.197805043222,2139.9269008389356,50206,2,-73.90967,40.817783000000006
10456,353.5402071662615,207.41523977132104,1617.2263080012683,3431.391974055897,94610,2,-73.9108715,40.8321945
10457,341.62985991346704,229.2956103338878,1448.7854074006839,3902.4247909954674,66102,5,-73.8991114,40.845949600000004
10458,333.69134654140703,395.4889418027792,1342.3821504976281,3200.1784945969735,64506,2,-73.8902865,40.8647985
10459,351.25378547695743,204.16316674728716,1760.8541608542369,2309.929070182394,39427,1,-73.895259,40.828532
10460,340.5199539880146,202.8602667522931,1602.00627098833,3688.7326605168414,53899,1,-73.883508,40.841877
10461,382.7184073860358,291.12156565403905,1277.287555299096,3692.056047542276,31194,1,-73.846393,40.845048
10462,363.5666249900242,285.13192509498526,1453.428160995983,2983.645571752531,37591,2,-73.85883799999999,40.839400999999995
10463,368.4293779811155,223.87550178003997,1434.9933807067068,2151.8483376763475,41092,1,-73.903669,40.876945
10464,391.870472260431,693.2097548594122,1457.3319578175149,1713.9276087528292,4362,1,-73.784695,40.845574
10465,365.7176182136603,234.19450345109937,1219.076707530648,2694.1468406123317,28550,2,-73.822668,40.827325
10466,362.41506882395555,346.376790032491,1027.4711180874185,2469.554214880921,41410,1,-73.85531,40.893028
10467,396.0335237568721,225.2690856248916,1254.2498387542614,2319.7430921176883,65118,1,-73.867362,40.876269
10468,389.6523580018918,405.0026020017214,1426.8714697536147,2435.511329916996,44402,,,
10469,363.21131652917114,366.78997929433336,1234.4695491213236,2258.0201754192844,43759,2,-73.8453375,40.8686655
10470,427.6956340956341,267.1515176992128,1060.0070686070685,2520.0191662153147,7215,,,
10471,417.97458413650315,252.0338852609243,1248.2622974227172,3536.0574290087475,14007,1,-73.907656,40.892118
10472,414.8110168919679,2852.933997451323,1593.3463865584022,2857.6344568072377,44459,,,
10473,392.1424901890831,213.60549684032793,1417.7805684385778,2178.408475012304,42045,1,-73.869357,40.822986
10474,370.55730717185384,252.27181030353486,1747.09350473613,3802.737005693793,14780,1,-73.887778,40.818581
10475,377.91229159856164,300.9053324241952,1389.4810395554102,2490.343599059719,30590,1,-73.831197,40.869725
11004,327.4023639497661,201.18109415314518,1144.3870967741937,2827.941630652114,4061,1,-73.716081,40.744476
11005,433.17654557042704,188.11020112121892,1305.8833652007647,1136.3578583256528,1569,,,
11101,368.46591479745564,216.97706036693293,1152.1215893873452,2353.8384682132414,47792,4,-73.93957725,40.74911625
11102,384.80862831858406,225.07062598192542,1081.20907079646,1396.430555523986,16272,1,-73.929232,40.767526
11103,361.8021730095589,180.65681646892304,1078.3555779849196,3197.6158533994712,16843,1,-73.908849,40.768225
11104,319.7070507608317,154.74257583116153,1092.1106981066325,1596.2478950384175,8609,,,
11105,343.7673629590208,193.59019867623107,1043.4254922831294,1483.6578891343665,15032,1,-73.910434,40.773444
11106,344.7476907206827,212.09249703003346,1059.3631546865477,1350.3776245527613,21327,,,
11201,307.6547237610421,173.75519145808198,1037.1340020961222,2587.2423265089274,66790,3,-73.990732,40.69618366666666
11203,303.9025196624022,182.8915328907333,836.464299648849,2090.6155636530093,48697,1,-73.928888,40.650355
11204,292.9578051087985,198.1984461394697,857.3718448438979,1964.252151312628,26425,1,-73.979153,40.612127
11205,283.5206168388524,171.41306172552018,905.7671100069682,2100.3751005215295,33007,3,-73.96708366666667,40.69786366666667
11206,281.568604924088,1376.5672073058508,842.4609939591595,2741.365825188978,80949,1,-73.947507,40.698066
11207,288.29788399985057,191.05360651158404,999.5209545041287,3600.5464255992265,80293,3,-73.89876066666666,40.676397
11208,305.89964689157586,265.4504420339789,937.5168681881411,2736.041188207193,65419,2,-73.86909,40.673597
11209,312.6487914921044,181.94643645184584,950.6961972284886,2320.0337889251114,31030,1,-74.02952,40.617389
11210,265.20472440944883,164.3501598553215,873.3202755905512,3034.2234818731663,35560,1,-73.95064,40.636444
11211,290.6911309815588,168.51437457803326,999.4960531431179,5646.812563317663,59161,4,-73.947229,40.71333274999999
11212,305.16557049595633,211.80225088356653,878.6728539413427,2600.845561483579,82104,2,-73.91292150000001,40.665768
11213,291.2816132403438,179.36509141644058,815.0570307334656,2537.294028349206,46887,1,-73.933495,40.670443
11214,319.92988290131876,183.7431939496799,1004.6891768985903,2898.3327874760057,35184,2,-73.9960065,40.602497
11215,267.07089182734313,156.63343535675804,926.4150113590027,2255.7354366640693,34334,3,-73.981787,40.67046033333333
11216,289.31409734054375,207.48075024371937,987.0972664641826,2820.1908372749213,40497,1,-73.951098,40.685175
11217,285.9207239357634,187.0655771100912,848.8254170561079,3003.486768732378,35307,2,-73.9783095,40.684131
11218,282.88043518899315,167.58629662032533,877.7983699106442,2237.1733545026163,26747,2,-73.9711215,40.6455995
11219,285.84262710600865,207.9960492185783,897.8785969882213,2225.051080071469,26828,2,-73.9942635,40.634101
11220,290.0388638935659,181.67560007732115,918.3236357614066,2716.1079050918693,36229,2,-74.0191705,40.641780999999995
11221,241.16570412424954,150.87375481578374,790.9897383189767,1757.0774642877047,61296,4,-73.92591875,40.69426475
11222,310.1439270452443,228.16037688814492,1110.788492885149,5188.9047059457025,22699,1,-73.951144,40.730747
11223,326.31800225733633,199.6077231120558,893.5693190368698,2602.3458823261653,31896,1,-73.962008,40.598496
11224,297.6469038208169,197.88549878834098,1004.9470087760434,3090.8248562027384,44781,2,-73.9845855,40.5772475
11225,304.48016323633783,182.9826827656165,892.4697657913414,2534.432528902416,28180,1,-73.953293,40.660257
11226,304.96631481155197,180.98733468316055,928.296839711041,1928.75106763576,62431,1,-73.949987,40.648746
11228,289.09127689572733,172.0511441179458,931.5146202415251,2826.776091248931,16313,1,-74.012537,40.619955
11229,318.03526351038073,180.71097111586124,876.695688011952,1723.508442046924,38822,2,-73.9471595,40.605816
11230,298.93339648956606,172.9186360559052,894.591694955396,2486.751948895433,38001,1,-73.97558,40.627757
11231,302.42277266707237,171.12507772454754,1039.4577800050113,3305.563149750188,27937,2,-74.003052,40.676252
11232,288.2862856405625,201.7675934372412,928.8050574119468,3129.5368808138187,15502,1,-74.005327,40.651814
11233,267.7604898223988,166.1610373084344,891.8681534344336,7548.47418034135,61655,4,-73.92194075,40.678237
11234,331.60123187371255,188.81006869686112,916.9368766698619,2606.1987371864575,49031,2,-73.92201399999999,40.6176945
11235,343.92117476983947,251.57376858115555,1037.0368003246342,2295.9482281618593,39429,1,-73.959413,40.584275
11236,354.8587129342555,210.79068810645524,847.1640829954687,2173.410655600086,50316,1,-73.903569,40.646611
11237,241.85286388425783,146.6721442361502,831.7780101161378,9662.06920178538,35389,2,-73.92397600000001,40.704471
11238,281.5112426438072,169.46492874408614,938.6581623975236,2426.3773396041624,29397,1,-73.961641,40.673473
11239,413.656816257409,216.58283790117048,1056.5920406435225,1567.1230711075661,11810,,,
11249,,,,,,1,-73.962289,40.701379
11251,304.9415411868911,228.09698412778286,1173.261293179805,2015.6953541063829,1129,,,
11354,354.97598565218715,214.24934584085713,1272.2020852965315,1985.2866086504114,32897,1,-73.82657,40.759869
11355,363.38681363543583,216.04826889508192,1197.8911614615229,1877.0592775372784,24495,1,-73.812648,40.762498
11356,356.4422543581617,193.4823105370793,1305.2729793977812,2516.1501653219366,10096,1,-73.848081,40.784923
11357,351.09997551120364,411.8720031451953,1115.8335374066364,4185.146985916223,16334,1,-73.815949,40.78898
11358,318.11673921646224,169.81777446554457,1035.7039968341908,1608.207147459393,12635,1,-73.786997,40.763311
11359,,,,,,1,-73.776297,40.793268
11360,418.89771468841235,241.7174974596248,1335.5502869223799,1533.3925845582203,9933,,,
11361,318.6473094524223,197.82408981214036,1122.8881174057126,1337.0893290479512,12674,1,-73.769678,40.763944
11362,438.45837052148414,472.76014041418995,1490.239959199286,2142.431048315471,7843,,,
11363,373.2234324403886,244.7206403600853,1231.176037680306,1259.6488036661574,3397,1,-73.742328,40.76677
11364,342.7840220808096,200.68838909927243,1220.2707199263973,1374.4435505657407,13043,1,-73.75597,40.747005
11365,346.04663884502594,194.75084731236953,1126.8990525603429,3506.82057306684,17732,1,-73.793385,40.738158
11366,322.4211880261927,322.8251562479573,947.0816183348924,1248.258219698349,4276,1,-73.807759,40.720109
11367,375.2308986873107,183.42467338454597,1076.085549197801,2602.0904112257213,17826,,,
11368,340.8820415879017,214.22974833112443,1052.2778287874696,1683.6553589368032,37030,2,-73.85863,40.742042
11369,343.857899312416,249.43967439464373,1020.1630443373114,1710.155365012718,12653,1,-73.869022,40.762427
11370,351.53827546955034,197.85742434316202,1070.0735628912919,1308.42891998242,7028,,,
11372,331.49871645274214,194.93163694795808,1086.409008168028,1533.315936112207,21425,1,-73.885639,40.755804
11373,343.28484832983787,314.99616464986923,1079.252621617474,1744.4402768439988,39098,1,-73.878888,40.736454
11374,369.5905963302752,185.00347677495083,1135.268233944954,1942.5657591169715,17440,,,
11375,352.9820214702277,732.5219511313242,1096.1210579101817,1289.998710742532,26921,1,-73.837707,40.718186
11377,344.1659258375347,206.92876118429078,1149.0426598251843,1873.5572842124232,33521,2,-73.90734599999999,40.743024500000004
11378,337.55246376811596,203.41580661971943,1175.8269828722002,1670.1155256855468,18975,1,-73.896235,40.726096
11379,354.11477085134817,202.30718253029391,1118.5566386290386,2135.847413597225,12721,1,-73.874942,40.712579
11385,315.6158041925717,922.2752880714698,1008.9796149490373,3578.122037030753,43267,2,-73.896665,40.7071495
11411,383.25910727744747,233.50658589238088,1036.4649526840299,1390.9807470782152,11941,,,
11412,309.42611105612195,160.46986921290542,914.2386914777788,1788.0423359056392,20206,1,-73.755649,40.693122
11413,354.27212978369386,2692.6658364648547,969.4274126455907,1757.2688138563817,24040,1,-73.759838,40.663608
11414,333.31253949106787,222.24093405742397,1016.3271870871388,1765.9553303424955,17409,1,-73.839515,40.659245
11415,356.0974413363383,182.09964218667685,1054.8037915948562,1860.8910907142874,7543,,,
11416,318.37851123595505,195.5804274802045,944.2837956460675,2012.230544833155,11392,,,
11417,340.30877642536836,160.31842081072082,950.9748736564881,1569.408708372643,14049,1,-73.84186,40.682524
11418,309.14649713793625,175.3466164001824,929.2453269844486,1641.3830328818103,19741,2,-73.836057,40.695063
11419,275.4268028901468,182.5116918589723,934.530443186525,4196.825915115752,21729,1,-73.823361,40.683905
11420,329.27038839325945,241.1806288320918,903.8090474903127,2554.868345584494,22194,,,
11421,322.99368990384613,340.92639434473375,922.8129507211538,1279.3701800358522,13312,1,-73.855934,40.688614
11422,358.5492467438929,196.99864211862337,949.6780505371827,1560.3527749892821,16661,1,-73.740698,40.664034
11423,304.01680727225164,201.92830072037995,1023.6023150873062,1661.4604819866388,15291,1,-73.763078,40.714467
11426,381.04563031709205,178.14274656827916,1078.5789292773052,1484.031485646894,11637,,,
11427,377.59554889792423,181.94817587021024,1071.7029745345603,1591.9384215762464,9346,,,
11428,311.7611134781991,165.57579980764643,941.890072432893,1602.8169449244479,7041,,,
11429,323.28399765533413,176.54571871996893,988.5874120750293,2843.80803690785,13648,1,-73.735945,40.716907
11430,405.19833087874326,262.6072836003662,1242.963672066765,1230.6535530515387,2037,,,
11432,333.92940432319455,197.17321661823817,1338.1523568560585,32394.21749537138,36362,1,-73.804199,40.707617
11433,320.4923196577873,238.96753028159188,958.1443709896947,1675.7549829073084,30858,1,-73.781107,40.693448
11434,344.2002901138139,1240.5461957459988,946.6597578665477,1929.5877499874343,35848,,,
11435,318.53890489913545,162.39096878324693,1061.297936133671,1854.3384910351838,34353,1,-73.806938,40.693527
11436,322.8708310868058,3798.1946504301377,1407.0693214203188,54021.51223579931,12983,1,-73.795083,40.674054
11691,327.2748593938566,195.48476479852923,988.8580276430539,1718.9189128969192,43917,2,-73.765647,40.599179
11692,345.17583572110794,195.46125458216724,1003.1700095510984,1470.4299200290343,10470,,,
11693,310.21983650152663,195.19612980364136,944.9768541317837,1569.4042998974849,10153,1,-73.816238,40.586283
11694,339.82020900794816,2168.8903343042057,1397.3472917279953,13903.058336087284,13588,1,-73.838055,40.580747
11695,,,,,,1,-73.881526,40.566009
11697,444.01568785197105,256.2261281127187,1501.6596942880128,1853.6040387405176,2486,,,
99999,371.55619166634125,399.57139334242964,1600.8022884367556,4823.430572905956,128035,,,
